4	4	1	12
2	2	2	15
3	3	1	7
4	4	2	34
3	3	1	8
4	4	1	14
4	4	2	24
2	2	1	10
2	2	2	19
2	2	1	11
3	3	2	22
4	4	1	10
1	1	2	7
4	4	2	32
1	1	1	7
4	4	2	27
0	0	2	4
1	1	1	7
3	3	1	14
4	4	2	23
0	0	1	3
4	4	2	19
3	3	2	28
0	0	2	3
3	3	2	26
3	3	1	8
4	4	2	28
3	3	2	25
0	0	1	2
3	3	2	19
0	0	2	5
3	3	1	8
4	4	2	26
0	0	1	4
3	3	1	11
4	4	1	14
3	3	1	12
1	1	1	4
2	2	2	18
0	0	2	5
1	1	1	4
2	2	1	5
1	1	1	8
3	3	1	13
3	3	2	19
2	2	1	9
4	4	2	29
0	0	1	5
0	0	1	1
1	1	2	8
4	4	1	11
4	4	1	13
0	0	1	3
3	3	1	10
2	2	1	9
0	0	1	2
4	4	1	16
4	4	2	24
2	2	2	12
2	2	1	9
3	3	2	22
3	3	1	8
3	3	2	21
1	1	1	7
1	1	2	13
0	0	1	1
0	0	1	3
1	1	2	10
3	3	1	9
2	2	1	7
0	0	1	1
4	4	2	22
1	1	1	10
1	1	1	6
4	4	1	18
4	4	2	38
3	3	1	11
1	1	1	3
4	4	1	17
0	0	1	3
1	1	1	6
3	3	2	21
2	2	1	10
2	2	1	5
1	1	2	14
4	4	1	10
2	2	1	11
2	2	1	10
1	1	2	12
4	4	1	18
4	4	1	16
1	1	1	4
4	4	1	12
2	2	2	17
3	3	1	10
4	4	2	31
3	3	1	13
1	1	1	7
1	1	1	4
1	1	1	5
