2	2	2	14
0	0	1	3
1	1	2	8
3	3	1	13
0	0	2	5
3	3	2	20
1	1	1	4
3	3	2	21
1	1	2	11
0	0	1	3
4	4	1	9
4	4	1	12
0	0	1	2
2	2	1	9
3	3	1	11
1	1	2	11
1	1	2	8
2	2	1	8
4	4	1	19
4	4	1	13
3	3	2	26
2	2	1	10
4	4	1	18
3	3	1	13
3	3	1	12
1	1	1	3
2	2	1	11
1	1	1	2
2	2	2	14
2	2	1	6
1	1	2	5
0	0	1	3
2	2	1	9
4	4	1	15
1	1	1	8
0	0	1	1
0	0	2	2
1	1	2	13
2	2	2	13
3	3	1	12
2	2	2	19
2	2	1	6
1	1	1	4
2	2	2	16
4	4	1	14
2	2	1	9
3	3	2	24
4	4	1	12
2	2	1	10
3	3	2	18
0	0	1	3
3	3	2	21
2	2	2	14
4	4	1	11
4	4	1	11
1	1	1	2
2	2	1	9
3	3	2	21
2	2	2	10
3	3	1	12
4	4	2	25
0	0	1	1
2	2	1	9
4	4	2	30
2	2	1	6
4	4	1	14
0	0	1	1
4	4	2	27
4	4	1	16
4	4	1	19
0	0	2	5
3	3	2	20
1	1	1	5
0	0	2	3
4	4	2	27
2	2	1	10
0	0	2	4
3	3	1	11
3	3	1	11
3	3	2	20
4	4	1	18
0	0	1	4
0	0	2	6
1	1	1	6
2	2	1	8
3	3	1	14
1	1	1	2
1	1	1	7
2	2	1	10
1	1	1	7
0	0	1	1
2	2	1	7
2	2	1	9
3	3	2	16
2	2	1	5
1	1	2	9
4	4	1	12
4	4	1	13
0	0	1	1
0	0	2	5
3	3	2	26
4	4	1	11
4	4	1	16
1	1	2	14
3	3	1	11
0	0	1	1
1	1	2	12
4	4	2	24
1	1	1	7
4	4	2	28
4	4	1	11
3	3	1	10
2	2	2	20
1	1	1	9
2	2	1	9
2	2	2	12
2	2	2	18
0	0	1	1
1	1	1	6
3	3	1	8
4	4	1	12
0	0	2	2
1	1	1	4
0	0	1	4
0	0	1	3
0	0	1	3
2	2	1	9
3	3	1	14
3	3	2	19
3	3	1	8
1	1	2	9
0	0	1	3
2	2	1	10
2	2	1	7
4	4	1	14
2	2	1	9
0	0	1	4
2	2	1	8
2	2	1	11
4	4	1	18
2	2	2	21
2	2	1	5
1	1	1	5
4	4	1	14
0	0	2	4
1	1	1	7
1	1	1	3
0	0	2	4
1	1	2	9
4	4	1	10
0	0	2	7
4	4	2	27
2	2	1	7
4	4	1	9
0	0	1	3
2	2	1	8
0	0	1	1
2	2	1	10
3	3	1	11
4	4	1	16
4	4	1	15
3	3	2	18
0	0	1	2
0	0	2	5
0	0	1	2
3	3	2	22
3	3	1	11
2	2	2	18
1	1	1	7
2	2	1	11
4	4	2	22
3	3	1	13
4	4	1	13
2	2	1	8
2	2	2	16
0	0	2	5
0	0	1	2
0	0	1	2
0	0	1	1
0	0	2	4
1	1	1	7
0	0	1	2
0	0	1	3
1	1	1	6
2	2	1	7
3	3	1	9
1	1	2	10
0	0	2	4
1	1	1	4
0	0	2	5
0	0	1	1
4	4	1	12
3	3	1	11
3	3	2	26
3	3	1	10
4	4	1	10
3	3	2	23
1	1	1	3
0	0	2	4
1	1	2	14
3	3	2	28
2	2	1	7
4	4	1	17
0	0	1	2
4	4	2	30
4	4	2	31
3	3	1	13
3	3	2	21
4	4	1	12
0	0	2	5
3	3	1	13
0	0	2	2
3	3	1	13
0	0	2	6
1	1	1	7
1	1	1	7
0	0	1	4
2	2	1	10
2	2	2	14
0	0	2	4
0	0	1	2
4	4	1	14
4	4	2	26
1	1	2	8
2	2	1	9
0	0	2	5
1	1	2	9
2	2	1	8
2	2	1	10
1	1	2	14
3	3	2	26
1	1	2	7
2	2	2	15
1	1	1	4
2	2	1	9
2	2	2	16
0	0	2	2
0	0	1	1
1	1	1	5
3	3	1	13
2	2	1	7
1	1	2	11
1	1	1	5
4	4	1	16
1	1	1	4
1	1	1	6
2	2	2	9
3	3	1	15
0	0	1	1
2	2	1	7
4	4	2	27
1	1	1	5
0	0	1	3
2	2	1	8
4	4	2	33
3	3	1	12
4	4	2	24
0	0	1	2
1	1	1	5
0	0	1	1
4	4	2	30
4	4	1	12
0	0	1	3
1	1	1	9
2	2	1	11
1	1	2	6
0	0	1	4
0	0	2	4
2	2	1	9
1	1	1	5
3	3	1	16
4	4	1	12
3	3	1	13
0	0	1	4
2	2	1	9
4	4	1	14
3	3	1	9
4	4	1	17
1	1	1	3
4	4	1	16
0	0	2	4
2	2	2	18
0	0	2	5
3	3	2	27
2	2	1	11
3	3	1	16
2	2	1	11
4	4	1	15
1	1	2	9
2	2	1	9
2	2	2	19
4	4	2	29
1	1	1	5
3	3	1	12
3	3	2	26
1	1	1	7
1	1	1	2
4	4	1	9
0	0	2	3
1	1	2	10
3	3	1	11
2	2	1	12
3	3	1	10
3	3	1	17
2	2	1	3
3	3	1	14
2	2	1	9
1	1	2	13
1	1	1	3
2	2	1	9
0	0	1	3
4	4	1	19
3	3	1	13
0	0	1	4
0	0	1	3
0	0	1	2
4	4	1	17
2	2	2	18
1	1	1	5
1	1	2	8
2	2	2	20
0	0	1	2
2	2	1	9
3	3	1	12
4	4	2	30
0	0	1	1
0	0	2	7
1	1	1	7
0	0	1	4
2	2	1	7
1	1	1	6
3	3	2	20
1	1	1	6
1	1	1	5
4	4	2	30
3	3	1	13
1	1	2	9
4	4	2	29
3	3	1	11
4	4	2	30
3	3	2	20
0	0	1	2
3	3	2	19
2	2	1	8
1	1	1	6
0	0	1	2
4	4	1	11
1	1	2	13
0	0	1	1
0	0	1	2
1	1	1	4
1	1	1	5
4	4	1	14
2	2	1	7
1	1	2	15
3	3	2	24
4	4	1	19
1	1	1	9
3	3	2	26
1	1	1	4
3	3	1	10
1	1	1	8
3	3	1	9
4	4	2	26
0	0	1	1
1	1	2	11
3	3	1	8
3	3	1	10
4	4	2	34
2	2	1	5
2	2	2	22
1	1	2	14
0	0	1	3
1	1	1	2
2	2	1	7
2	2	1	8
3	3	1	10
4	4	1	16
2	2	1	9
0	0	1	4
4	4	1	15
0	0	1	4
1	1	2	12
3	3	2	23
4	4	2	29
2	2	2	16
3	3	1	11
0	0	2	6
3	3	1	10
3	3	2	23
3	3	1	7
0	0	1	3
2	2	1	10
3	3	1	12
4	4	1	16
1	1	1	4
4	4	2	29
4	4	2	28
4	4	2	33
3	3	2	24
3	3	1	11
3	3	1	12
0	0	1	2
0	0	1	2
0	0	1	4
3	3	1	11
2	2	2	14
0	0	2	5
3	3	2	19
3	3	2	27
4	4	2	31
3	3	2	30
3	3	1	13
4	4	2	31
1	1	1	10
3	3	1	9
1	1	1	4
4	4	1	18
2	2	1	11
2	2	1	2
0	0	1	3
2	2	1	7
0	0	2	3
1	1	2	15
2	2	1	6
2	2	1	14
0	0	2	4
2	2	1	11
0	0	2	2
1	1	2	8
2	2	1	9
0	0	1	2
2	2	2	14
1	1	1	5
1	1	1	6
2	2	1	13
2	2	1	7
3	3	2	26
1	1	2	14
3	3	1	12
0	0	1	3
2	2	1	7
1	1	1	6
1	1	1	4
2	2	1	7
0	0	2	4
0	0	2	5
4	4	1	10
4	4	1	12
3	3	1	11
2	2	1	7
0	0	2	3
0	0	2	5
3	3	1	6
3	3	2	18
2	2	2	19
1	1	1	5
2	2	1	8
3	3	2	20
4	4	1	13
1	1	2	9
1	1	2	7
1	1	2	12
4	4	1	17
2	2	1	14
4	4	1	11
0	0	1	1
1	1	2	6
1	1	1	5
3	3	1	13
1	1	1	4
1	1	1	6
1	1	1	7
2	2	1	5
2	2	1	9
0	0	1	1
1	1	2	11
3	3	1	13
2	2	1	12
3	3	1	10
3	3	2	23
2	2	1	8
3	3	1	10
2	2	1	8
1	1	1	1
4	4	2	30
4	4	1	13
3	3	2	24
0	0	1	1
1	1	1	7
0	0	1	3
1	1	1	5
0	0	1	5
1	1	2	12
0	0	1	6
4	4	1	15
3	3	1	10
2	2	1	8
2	2	1	10
3	3	1	10
4	4	2	28
4	4	1	18
0	0	2	6
4	4	1	20
1	1	1	7
4	4	1	14
0	0	2	7
0	0	2	4
1	1	1	5
2	2	2	17
0	0	1	1
1	1	2	5
4	4	2	26
0	0	2	4
4	4	2	34
1	1	1	3
3	3	1	15
0	0	2	4
2	2	1	7
2	2	2	16
0	0	2	4
0	0	2	6
2	2	2	10
2	2	2	17
2	2	1	10
2	2	2	13
0	0	1	1
4	4	1	12
4	4	1	12
3	3	1	11
1	1	1	10
2	2	1	7
3	3	1	11
3	3	2	21
0	0	1	3
0	0	2	4
0	0	2	4
0	0	1	2
1	1	1	6
1	1	2	13
2	2	2	15
4	4	2	33
3	3	1	9
2	2	2	16
4	4	1	16
4	4	1	16
2	2	1	12
0	0	1	2
3	3	1	10
3	3	2	25
4	4	2	23
1	1	2	8
3	3	2	26
0	0	1	1
4	4	2	22
0	0	2	2
3	3	1	11
2	2	1	7
2	2	1	8
3	3	1	9
3	3	1	12
1	1	1	7
3	3	1	13
2	2	2	12
4	4	1	15
0	0	2	6
4	4	1	15
1	1	1	8
0	0	1	1
0	0	1	3
2	2	1	13
4	4	1	17
1	1	1	4
1	1	1	7
1	1	1	6
0	0	2	6
2	2	1	8
2	2	1	9
0	0	1	2
3	3	2	24
1	1	2	13
2	2	1	5
1	1	2	10
2	2	1	9
0	0	1	2
2	2	1	14
4	4	1	12
1	1	1	3
1	1	1	2
2	2	2	14
4	4	2	33
2	2	1	5
1	1	1	8
2	2	1	9
2	2	1	5
3	3	2	30
1	1	1	4
4	4	1	14
1	1	1	8
0	0	1	3
4	4	1	15
2	2	2	14
0	0	2	3
0	0	2	6
0	0	1	3
1	1	1	5
3	3	1	16
1	1	1	5
2	2	2	13
3	3	1	14
2	2	2	20
3	3	1	13
0	0	1	1
2	2	1	10
0	0	1	1
2	2	2	16
2	2	2	14
2	2	1	9
1	1	2	12
4	4	2	34
1	1	2	10
4	4	1	19
4	4	1	12
0	0	1	3
1	1	2	12
1	1	2	11
4	4	1	13
0	0	2	6
3	3	1	12
4	4	1	14
1	1	1	4
4	4	2	28
0	0	2	5
1	1	1	5
2	2	1	7
3	3	1	8
4	4	2	26
0	0	2	3
2	2	1	7
3	3	1	11
1	1	1	4
3	3	2	25
4	4	1	16
4	4	2	25
0	0	2	2
4	4	1	14
3	3	2	21
4	4	1	7
0	0	1	4
4	4	1	18
4	4	1	16
3	3	1	10
1	1	2	16
0	0	1	3
2	2	1	9
1	1	2	11
1	1	1	9
4	4	2	29
1	1	1	5
0	0	1	3
0	0	2	3
2	2	1	9
4	4	1	11
3	3	1	12
2	2	2	19
3	3	1	16
3	3	1	16
2	2	2	14
3	3	2	17
2	2	2	17
2	2	1	6
3	3	1	12
4	4	2	26
1	1	1	9
2	2	1	7
4	4	1	11
2	2	1	9
2	2	1	10
3	3	1	15
1	1	2	6
0	0	1	1
2	2	2	13
4	4	2	24
1	1	1	5
0	0	2	8
4	4	2	28
4	4	2	18
1	1	2	7
0	0	2	6
4	4	1	14
1	1	1	4
3	3	1	4
3	3	2	26
1	1	2	10
1	1	2	10
0	0	2	4
3	3	1	8
3	3	2	20
3	3	1	12
4	4	2	27
4	4	1	20
1	1	1	7
3	3	1	11
0	0	1	4
0	0	1	4
0	0	1	2
3	3	1	11
3	3	2	30
1	1	2	8
3	3	2	23
3	3	1	11
0	0	1	4
4	4	1	14
0	0	1	3
0	0	1	5
0	0	2	2
2	2	2	21
3	3	1	15
1	1	1	5
2	2	1	9
2	2	1	8
0	0	2	5
2	2	1	9
2	2	2	18
4	4	1	12
3	3	1	11
3	3	2	26
3	3	1	12
3	3	1	13
2	2	1	7
3	3	1	12
2	2	1	8
3	3	2	24
0	0	2	3
2	2	1	9
4	4	1	13
3	3	2	23
1	1	1	7
2	2	2	23
4	4	2	37
3	3	2	22
4	4	2	38
3	3	1	15
0	0	1	3
3	3	1	15
0	0	1	2
1	1	1	3
3	3	2	17
1	1	2	12
0	0	2	5
4	4	1	14
1	1	1	2
4	4	1	10
0	0	1	2
4	4	1	14
3	3	2	28
2	2	1	12
4	4	1	12
0	0	2	4
2	2	1	10
1	1	1	5
1	1	1	7
0	0	1	3
2	2	1	10
3	3	1	12
1	1	1	5
2	2	2	17
0	0	1	3
1	1	1	4
0	0	2	4
2	2	1	7
0	0	1	3
2	2	1	7
4	4	1	14
1	1	1	3
2	2	1	12
4	4	2	31
4	4	1	17
0	0	1	4
0	0	1	3
3	3	2	23
1	1	1	4
2	2	2	15
4	4	1	11
4	4	2	28
3	3	1	14
1	1	1	8
0	0	1	2
1	1	1	7
1	1	1	7
1	1	2	10
2	2	1	8
0	0	1	3
4	4	1	17
0	0	1	5
2	2	2	20
4	4	2	32
1	1	2	10
1	1	1	7
4	4	1	12
3	3	1	13
3	3	2	16
1	1	2	9
1	1	1	4
4	4	2	27
1	1	2	14
3	3	1	12
4	4	1	12
1	1	1	7
1	1	2	9
1	1	2	13
0	0	1	4
3	3	1	15
2	2	1	6
1	1	1	7
1	1	1	6
2	2	2	14
4	4	2	29
1	1	1	6
0	0	2	5
1	1	2	9
4	4	1	13
2	2	2	18
3	3	2	27
2	2	1	10
1	1	1	8
4	4	2	29
1	1	2	10
4	4	2	30
0	0	1	1
4	4	1	12
2	2	2	19
3	3	1	7
0	0	2	4
2	2	2	13
3	3	2	25
0	0	1	3
2	2	1	13
4	4	2	24
2	2	1	9
4	4	2	25
4	4	1	16
4	4	2	34
1	1	1	8
1	1	1	4
2	2	1	7
2	2	1	9
3	3	2	24
4	4	1	15
4	4	1	14
4	4	2	24
1	1	2	10
3	3	2	16
0	0	1	2
1	1	2	9
4	4	1	18
4	4	2	29
1	1	2	9
4	4	1	19
2	2	2	18
1	1	1	6
3	3	1	12
2	2	1	10
4	4	1	16
1	1	1	6
1	1	1	5
2	2	1	9
0	0	1	4
0	0	1	3
0	0	1	1
0	0	1	2
1	1	1	7
2	2	2	15
2	2	1	6
3	3	1	11
1	1	1	4
2	2	1	8
4	4	1	12
0	0	1	3
2	2	1	10
3	3	1	12
3	3	2	24
0	0	1	3
2	2	1	10
3	3	1	21
1	1	1	6
4	4	2	30
0	0	2	5
3	3	1	13
4	4	2	27
4	4	2	27
0	0	2	4
0	0	1	2
4	4	1	13
4	4	1	16
2	2	1	10
2	2	2	16
4	4	1	11
1	1	1	3
0	0	1	3
0	0	2	4
4	4	1	16
2	2	2	17
2	2	2	12
4	4	2	29
0	0	2	4
1	1	1	4
1	1	1	5
0	0	1	3
2	2	1	9
0	0	1	4
4	4	2	24
0	0	1	1
1	1	2	12
0	0	1	2
2	2	1	7
1	1	1	3
2	2	1	8
1	1	2	12
1	1	1	10
3	3	2	27
3	3	1	11
4	4	1	18
1	1	2	12
0	0	1	3
0	0	2	6
4	4	1	22
1	1	1	4
3	3	1	8
3	3	1	12
3	3	1	10
4	4	1	10
2	2	1	6
0	0	1	1
4	4	2	32
0	0	2	6
4	4	1	10
0	0	1	4
0	0	2	5
1	1	1	5
3	3	1	11
0	0	1	1
1	1	1	1
3	3	2	19
0	0	1	4
3	3	1	6
2	2	1	13
0	0	1	1
0	0	1	2
4	4	2	35
2	2	2	18
0	0	1	2
2	2	1	5
0	0	1	4
4	4	2	33
1	1	1	5
1	1	2	10
1	1	2	9
0	0	1	4
3	3	1	10
1	1	1	5
3	3	1	12
0	0	1	2
2	2	1	6
4	4	1	18
4	4	1	18
3	3	2	19
4	4	1	16
0	0	1	3
2	2	1	7
2	2	1	5
0	0	1	3
3	3	1	16
4	4	1	17
3	3	2	19
4	4	1	13
1	1	1	4
0	0	1	2
2	2	2	13
0	0	2	4
0	0	1	4
1	1	2	10
4	4	2	28
4	4	1	10
3	3	2	25
0	0	1	2
3	3	2	24
2	2	2	15
4	4	2	29
1	1	2	12
4	4	2	28
3	3	1	12
2	2	2	9
2	2	1	7
0	0	1	3
1	1	1	2
1	1	1	3
2	2	1	10
4	4	1	12
4	4	1	12
