0	1	0	0	5	5	0	0	0	0	0	0
0	4	0	0	0	0	0	0	0	0	11	0
0	3	0	0	0	0	0	0	0	16	0	0
0	3	0	0	0	0	0	0	11	11	0	0
0	1	0	0	0	5	0	0	0	0	0	0
0	1	0	0	5	6	0	0	0	0	0	0
0	4	0	0	0	0	0	0	0	0	16	16
0	2	0	0	0	0	9	0	0	0	0	0
0	1	0	0	7	6	0	0	0	0	0	0
0	4	0	0	0	0	0	0	0	0	18	13
3	0	2	1	0	0	0	0	0	0	0	0
0	3	0	0	0	0	0	0	12	11	0	0
0	1	0	0	0	6	0	0	0	0	0	0
0	4	0	0	0	0	0	0	0	0	20	13
0	1	0	0	4	5	0	0	0	0	0	0
0	4	0	0	0	0	0	0	0	0	10	0
0	1	0	0	4	0	0	0	0	0	0	0
3	0	2	0	0	0	0	0	0	0	0	0
0	3	0	0	0	0	0	0	11	10	0	0
0	1	0	0	4	0	0	0	0	0	0	0
0	4	0	0	0	0	0	0	0	0	12	15
3	0	0	4	0	0	0	0	0	0	0	0
0	1	0	0	0	4	0	0	0	0	0	0
0	1	0	0	7	7	0	0	0	0	0	0
0	3	0	0	0	0	0	0	0	10	0	0
0	1	0	0	0	9	0	0	0	0	0	0
3	0	1	4	0	0	0	0	0	0	0	0
3	0	1	0	0	0	0	0	0	0	0	0
0	4	0	0	0	0	0	0	0	0	12	17
0	3	0	0	0	0	0	0	9	5	0	0
3	0	0	3	0	0	0	0	0	0	0	0
0	1	0	0	5	5	0	0	0	0	0	0
0	1	0	0	4	0	0	0	0	0	0	0
0	2	0	0	0	0	8	10	0	0	0	0
0	4	0	0	0	0	0	0	0	0	13	0
3	0	1	1	0	0	0	0	0	0	0	0
3	0	2	0	0	0	0	0	0	0	0	0
0	4	0	0	0	0	0	0	0	0	16	0
3	0	2	5	0	0	0	0	0	0	0	0
3	0	1	2	0	0	0	0	0	0	0	0
0	1	0	0	0	8	0	0	0	0	0	0
3	0	2	3	0	0	0	0	0	0	0	0
0	2	0	0	0	0	5	7	0	0	0	0
0	1	0	0	4	0	0	0	0	0	0	0
0	1	0	0	4	7	0	0	0	0	0	0
0	3	0	0	0	0	0	0	12	0	0	0
3	0	1	0	0	0	0	0	0	0	0	0
0	2	0	0	0	0	0	10	0	0	0	0
0	4	0	0	0	0	0	0	0	0	0	15
0	2	0	0	0	0	0	9	0	0	0	0
0	3	0	0	0	0	0	0	10	0	0	0
0	3	0	0	0	0	0	0	10	0	0	0
0	3	0	0	0	0	0	0	8	10	0	0
0	1	0	0	6	0	0	0	0	0	0	0
0	3	0	0	0	0	0	0	13	12	0	0
0	3	0	0	0	0	0	0	10	11	0	0
0	4	0	0	0	0	0	0	0	0	13	0
0	4	0	0	0	0	0	0	0	0	10	0
3	0	2	4	0	0	0	0	0	0	0	0
0	3	0	0	0	0	0	0	0	10	0	0
0	2	0	0	0	0	8	9	0	0	0	0
0	4	0	0	0	0	0	0	0	0	19	18
0	3	0	0	0	0	0	0	0	10	0	0
0	4	0	0	0	0	0	0	0	0	11	0
0	1	0	0	0	8	0	0	0	0	0	0
0	1	0	0	4	7	0	0	0	0	0	0
0	4	0	0	0	0	0	0	0	0	13	0
0	2	0	0	0	0	0	8	0	0	0	0
0	1	0	0	5	3	0	0	0	0	0	0
0	2	0	0	0	0	0	7	0	0	0	0
0	2	0	0	0	0	8	0	0	0	0	0
0	4	0	0	0	0	0	0	0	0	0	15
0	1	0	0	2	0	0	0	0	0	0	0
0	2	0	0	0	0	0	11	0	0	0	0
3	0	3	4	0	0	0	0	0	0	0	0
0	4	0	0	0	0	0	0	0	0	12	13
0	1	0	0	0	4	0	0	0	0	0	0
0	4	0	0	0	0	0	0	0	0	12	0
0	1	0	0	8	0	0	0	0	0	0	0
0	4	0	0	0	0	0	0	0	0	17	13
0	4	0	0	0	0	0	0	0	0	0	17
0	3	0	0	0	0	0	0	13	0	0	0
0	3	0	0	0	0	0	0	9	10	0	0
3	0	2	1	0	0	0	0	0	0	0	0
0	3	0	0	0	0	0	0	0	9	0	0
0	2	0	0	0	0	4	0	0	0	0	0
0	4	0	0	0	0	0	0	0	0	12	16
3	0	1	5	0	0	0	0	0	0	0	0
0	4	0	0	0	0	0	0	0	0	15	12
3	0	3	2	0	0	0	0	0	0	0	0
3	0	0	3	0	0	0	0	0	0	0	0
0	1	0	0	0	4	0	0	0	0	0	0
0	3	0	0	0	0	0	0	0	13	0	0
0	3	0	0	0	0	0	0	0	13	0	0
0	3	0	0	0	0	0	0	15	7	0	0
3	0	0	3	0	0	0	0	0	0	0	0
3	0	1	4	0	0	0	0	0	0	0	0
0	2	0	0	0	0	0	10	0	0	0	0
0	3	0	0	0	0	0	0	7	0	0	0
3	0	2	3	0	0	0	0	0	0	0	0
